author,info,booklist,cleaned,vector
나예리,특유의 냉소적인 캐릭터와 독특한 그림체로 데뷔 초기부터 나예리 매니아 집단을 형성한 작가 나예리는 파워풀하고 인상적인 작품으로 두터운 팬층을 가지고 있는 대표작가 중 한 명이다 고등학교를 졸업하고 아마추어 만화 동호회    에서 활동하여 차근차근 만화가로써의 발판을 다져갔다 의 기 회장을 역임하기도 했던 나예리는 당시부터 높은 지명도를 자랑한 아마추어 작가였다 그 후 대학을 졸업하고 팬시회사에 입사했으나 년만에 퇴사 만화가의 길을 걷기 시작한다년 가톨릭 잡지 내 친구들에서 아동물 탐정이 될래요를 발표하며 데뷔한 후 년 윙크에 실린 단편 흐르지 않는 시간으로 주목받기 시작했다 이후 여러 단편을 발표하며 역량을 쌓아나가 이듬해인 년 그녀의 대표작으로 많은 사랑을 받고 있는 네멋대로 해라의 연재를 시작했다 아마도 달콤하겠지    특명 대에 하지 않으면 안될 가지   피터 판다 등의 장편과 여러 단편들을 꾸준히 발표하며 입지를 굳혀왔다 만화에서만 한정되지 않고 소설 크로스 로드 발표 직장인 물 드레스 코드 연재 등 여러 활동을 보여주고 있다그녀의 만화의 특징은 얼핏 건조해보이지만 궁극적으로는 휴머니티를 강조하고 있다는 점과 탄탄한 그림체일 것이다 특히 남녀 모두 가녀리고 어깨가 좁은 기존의 순정만화들의 그림체와는 달리 굵은 선이 강조해주는 좋은 체격의 캐릭터 이 특징적인 그림체가 여성팬만이 아니라 남성팬들로부터도 많은 호응을 얻고 있는 주된 비결이라 할 수 있을 것이다자신과 마음이 통하는 사람을 만나는 것처럼 큰 행운은 없다는 내용의 초기작 럭키맨 어른으로 성장하는 과정에서 겪을 수 있는 다양한 감정의 변화를 내밀하게 담아낸 대표작 네 멋대로 해라 대들의 생활을 리얼하게 그려내 많은 인기를 끈 특명 대에 하지 않으면 안될 가지 등은 이미 팬들로부터 열렬한 지지를 받은 작품으로 꼽힌다 아마도 달콤하겠지   와  는 순정만화계의 고질적 병폐인 잡지 폐간에 따른 연재중단으로 많은 독자들에게 아쉬움을 주었지만 그녀는 멈추지 않고 나예리표 만화의 길을 팬들과 함께 걸어갈 것이다,탐정이 될래요/네멋대로 해라!/아마도 달콤하겠지-MAY BE SO SWEET/특명! 10대에 하지 않으면 안될 50가지/Glory Age/피터 판다/크로스 로드/럭키맨/네 멋대로 해라/특명! 10대에 하지 않으면 안될 50가지/아마도 달콤하겠지-MAY BE SO SWEET/Glory Age,특 유의 냉소 캐릭터 독특 그림 체 데뷔 초기 예리 매니아 집단 형성 작가 예리 파워 풀 상적 작품 두텁다 팬층 고 대표 작가 고등학교 졸업 아마추어 만화 동호회 활 동하 차근차근 만화가 발판 다지다 가다 회장 역임 기도 예리 당시 높다 지명도 자랑 아마추어 작가 대학 졸업 팬시 회사 입사 만에 퇴사 만화가 길 걷기 시작 다년 가톨릭 잡지 친 구들 아동 물 탐정 발표 데뷔 윙크 실리다 단편 흐르다 주목 받다 시작 여러 단편 발표 역량 쌓다 나가 이듬해 대표 많다 사랑 받다 멋대로 해 연재 시작 달콤하다 특명 대다 안되다 피터 판다 장편 여러 단편 들다 꾸준히 발표 입지 굳히다 오다 만화 에서만 한정 소설 크로스 로드 발표 직장인 물 드레스 코드 연재 여러 활동 여주 고 만화 특징 얼핏 건조 해 보이지 궁 극적 으로는 멀다 티 강조 탄탄 그림 체일 특히 남녀 가녀리다 어깨 좁다 기존 순정만화 들다 그림 체 와는 달리 굵다 선 강조 해주 좋다 체격 캐릭터 특징 그림 체 여성 팬 남성 팬 많다 호응 얻다 주된 비결 이라 마음 통 만나다 처럼 크다 행운 내용 초기 럭키 맨 어른 성 장하 과정 겪다 다양 감정 변화 내미다 담다 내다 대표 멋대로 해 대들다 생활 리얼 그리다 많다 인기 끈 특명 대다 안되다 팬 열렬 지지 받다 작품 꼽히다 달콤하다 오다 늘다 순정만화 계 고질 병폐 잡지 폐간 따르다 연재 중단 많다 독자 들다 아쉬움 주다 멈추다 예리 표 만화 길 팬 걸어가다,"[ 1.70979867e-04  1.18168617e-04 -9.67859305e-05  9.27424189e-05
 -2.11930160e-06  2.20593538e-05  1.13222435e-04 -1.12029906e-04
 -8.92489843e-05  1.68126790e-05 -3.03147481e-05 -6.85849300e-05
  1.70142230e-05 -1.98087619e-05  6.72245515e-05 -8.66682894e-05
 -1.35421928e-04  4.44502875e-05  1.64457582e-04 -6.83288599e-05
  1.13251757e-04 -5.77502178e-05  7.65024161e-05 -5.82998946e-05
 -6.44831962e-05 -1.13661670e-04 -2.48773613e-05  8.27049917e-06
  3.38167388e-06  3.03659835e-05  6.63211977e-05  5.73734796e-05
 -1.04427760e-04  7.62646960e-05  5.51358789e-05 -3.48146241e-05
  1.76993171e-06  1.63265486e-05 -1.14351485e-06  1.13503767e-04
  1.10338508e-04  9.71138434e-05  2.09186794e-04 -5.91268290e-05
  7.61281844e-05 -7.75234148e-05 -1.07321022e-04 -2.12420582e-05
  4.75911802e-05  9.34366381e-06 -3.55416596e-05 -1.10618355e-04
 -8.94045370e-05 -1.17286516e-04  9.00635132e-05  4.66514830e-05
  1.14294293e-04 -1.29930058e-05  5.51166704e-05 -1.59717474e-05
  2.66446859e-05  1.71553824e-04 -1.82287549e-04  1.21341154e-05
 -1.26138460e-04 -1.96784211e-04 -8.82134430e-07 -2.45345618e-05
  7.68491154e-05 -7.46918449e-05 -5.31053156e-05 -1.82315838e-04
  1.48028019e-04  5.92163924e-05  8.01171609e-06 -7.78778995e-05
  8.61946683e-05 -1.45254580e-05  1.78200717e-04 -7.83088253e-05
  6.77786957e-05 -3.15687685e-05  2.52730133e-05  4.11212604e-05
  1.34712638e-04  8.91626987e-05 -1.09077831e-04 -1.61310036e-05
 -1.59120289e-04  9.57939774e-05 -1.44206933e-04  5.23010931e-05
 -1.61485965e-04 -1.40652803e-04 -4.43655063e-06  1.14372269e-04
  9.93016802e-05  4.15471332e-05 -1.09098903e-04  1.09507811e-04
 -5.33270613e-05  1.70576586e-05 -2.61824389e-05 -1.65165897e-04
 -1.53808753e-04  1.83569591e-05 -6.21443032e-05  8.21602225e-05
  7.71908017e-05 -1.80898904e-04  9.36206288e-06  4.47483872e-05
  6.09237650e-05  8.64499234e-05 -1.29531210e-04  3.00306801e-05
  9.63889979e-05  1.06923319e-04  6.60321966e-05 -1.80600164e-05
 -2.39082347e-05  1.97233185e-05  9.25291679e-05 -1.58445007e-04
  6.65588013e-05 -8.39614222e-05 -5.88166731e-05 -1.38715332e-04
 -5.48145690e-05  4.16256553e-05 -6.43235253e-05 -6.58286735e-05
 -2.52008704e-05 -1.89892344e-05  7.99220288e-07  3.84920526e-07
  2.15390406e-04 -1.95347486e-04 -7.19548480e-05  8.40837893e-05
  1.64860408e-04 -3.39660473e-05  1.08374925e-05  3.45402441e-05
 -3.31932715e-05 -5.83615220e-05  5.21719958e-05  6.59294747e-05
  1.32642977e-04  3.35367695e-05  7.17730072e-05  2.36612250e-05
 -1.14534756e-04  1.05798781e-05 -9.88500979e-05  4.61092386e-05
  7.71400155e-05 -7.49930769e-05 -8.19782072e-05  1.05731422e-04
  6.80465600e-05 -1.30757515e-04 -2.33612751e-04 -1.19262928e-04
 -7.01923591e-06 -8.07335673e-05  1.23963444e-04 -3.49958623e-06
 -4.98296286e-05  9.28518712e-05 -5.07471814e-05  6.27920890e-05
 -8.54412865e-05 -1.03100618e-04  4.24745449e-05 -1.97749396e-04
 -7.39781972e-05 -7.69122344e-05 -3.07653318e-05 -1.16021038e-04
  5.18383968e-05  1.91303872e-04 -5.01317227e-05  3.70199086e-05
  3.59115603e-07  1.74343339e-04  1.39029537e-04  8.23488299e-05
  1.13175047e-04  2.00656395e-05 -5.16492582e-05 -1.67932139e-05
 -1.87163405e-05 -4.05698520e-05 -1.98795587e-05  5.80705055e-05
 -3.61305792e-05 -5.68507021e-05  1.27115127e-04  7.13003465e-05
  9.20821112e-05  2.11689112e-05 -3.29305749e-06 -1.60720083e-05
  2.66042607e-05 -9.30288224e-05 -2.87405464e-06 -2.59254866e-05
  8.24847757e-06 -5.45277726e-06 -8.74127290e-05  2.35802563e-05
  1.27994805e-04  4.59049734e-05 -6.16842590e-05 -8.47115807e-05
 -7.83200267e-06 -1.63274526e-04 -3.37239653e-05  3.85791209e-05
  1.77936909e-05 -1.81198393e-05  8.47780484e-06 -1.40217118e-04
 -1.30266388e-04  1.98261241e-05  1.92778898e-04  1.63622335e-05
 -8.21392387e-05 -1.31293884e-04 -5.21261563e-06 -1.05112595e-04
 -1.16897252e-04  1.08572189e-04  5.72299978e-05 -3.43742176e-05
 -2.78657244e-04  5.08038029e-05 -1.02232065e-04 -2.86328650e-05
  5.96025566e-05 -1.41628203e-04  9.60964826e-05 -7.89930127e-05
  1.39416597e-05  3.18779566e-05 -5.59642940e-05 -4.93202861e-05
 -4.42790588e-05  4.56117705e-05 -8.62759407e-05  6.07613474e-05
  1.10022382e-04  8.37455373e-05  1.79937560e-04 -1.06660984e-04
  6.98544900e-05 -1.88917489e-04 -7.73161373e-05  1.07088461e-04
 -8.91657037e-05 -5.17528460e-05 -1.76037574e-04  9.50163667e-05
  1.03953054e-04  1.40100223e-04  8.66603223e-05 -3.02194348e-05
  7.97424291e-05  1.67834398e-04 -2.77850049e-05 -4.02132100e-05
 -1.51729155e-05 -2.83507434e-05  9.76856609e-05 -2.76849150e-05
 -1.77940765e-05 -1.32044161e-05  1.72749969e-05  1.28655622e-04
  2.38909051e-05 -1.89441726e-05 -1.15425377e-04 -7.09355954e-05
  1.00572124e-05 -7.52482156e-05 -7.67595047e-05 -5.66486524e-05
 -1.30396555e-04  1.55837497e-05 -1.62443815e-04  9.42610059e-05
 -1.08014588e-04  1.14322684e-05 -1.85248064e-05  1.91920790e-05
 -5.52023048e-05  5.29949175e-05 -1.36293529e-04  1.22499318e-04]"
이문열,년 서울에서 태어나 경북 영양 밀양 부산 등지에서 자랐다 서울대학교 사범대학에서 수학했으며 년 동아일보 신춘문예에 중편 새하곡이 당선되어 등단했다 이후 들소 황제를 위하여 그해 겨울 달팽이의 외출 우리들의 일그러진 영웅 등 여러 작품을 잇따라 발표하면서 다양한 소재와 주제를 현란한 문체로 풀어내어 폭넓은 대중적 호응을 얻었다 특히 장편소설 사람의 아들은 문단의 주목을 이끈 대표작이다한국 전쟁 당시 공산주의자였던 아버지 이원철이 홀로 월북을 하는 등 순탄치 않은 어린 시절을 보내고 중고등학교 중퇴 후 검정고시로 서울대학교 사범대학 국어교육과에 입학하였으나 다시 사법고시를 준비하는 등의 굴곡 많은 인생을 살아왔다 그의 창작에 대한 열정은 남다르다 대구매일신문에 나자레를 아십니까가 가작으로 뽑힐 때까지 많은 좌절을 경험한다 초등학교를 제외하고는 서울대 사범대까지 모두 중도에 포기했으며 신춘문예 사법고시 등에서 연이어 실패를 맛 보았다년 학문 연구의 기회를 가질 수 있을 것이라는 생각에 교수제의를 받아들여 세종대 강단에 섰으나 년만에 개인적인 이상실현의 문제와 작가로서 충분히 작품 세계를 이룩할 시간적 여유가 부족해지는 것을 우려 창작에 전념하기 위해 교수직을 사임했다 년 월 한나라당 공천심사위원회 위원으로 활동하였다 현재는 조각가 친구의 권유로 경기도 이천에 작업실을 마련했고 그곳에 인문학적 교양을 쌓고 깊은 학문 연구를 할 수 있는 조그만 자리를 젊은 친구들에게 마련해주고자 뒷동산 부아악이라는 산 이름을 따와 부악문원을 설립하여 새로운 지식의 샘을 젊은 학도들과 함께 탐구하려는 열정을 보이고 있다년 월 이문열의 책 판매량이 천만 권을 넘어섰다는 보도가 나왔다 그 가운데 삼국지 수호지 평역을 제외한 순수 창작물의 판매량이 천만 권 이상이라니 한국인 명에 한 명은 그의 소설책을 가지고 있는 것이다 게다가 각종 문학상 수상작품집 등을 따지면 그의 글을 집에 가지고 있지 않은 한국인은 없다고 해도 무리한 주장은 아니다 하지만 이런 상업적 성공은 이문열을 이해하는 단서 가운데 작은 하나일 뿐이다이문열의 작품 세계엔 그의 경험이 고스란이 담겨 있다 월북한 아버지로 인한 좌절 전통적인 가풍의 집안은 그의 경험이며 동시에 그의 소설에서 쉽사리 읽어낼 수 있는 특징이다 사람의 아들 황제를 위하여 금시조 선택 등의 책은 이런 특징을 그대로 담고 있다 중요한 것은 그의 경험이 한국 현대가 겪고 있는 현실과 맞닿아 있다는 것이다 그가 거듭 묻는 질문 전통과 현대의 문제 분단 상황의 문제 등은 바로 그의 경험에서 나온 것들이며 한국사회가 피할 수 없는 질문들이다이 질문들에 대한 이문열의 대답은 보수적이고 전통지향적인 것으로 보인다 일부에선 수구주의나 남성우월주의로 비판받기도 했다 선택을 둘러싼 논쟁이나 총선연대 활동이나 언론개혁을 둘러싼 논쟁이 그것이다 이문열이 자신의 소설에 담고 있는 주장이 무엇이든 그가 소설을 통해 또는 소설 속에서 던지는 질문이 한국 사회가 해결해야 할 바로 그 문제라는 것은 확실하다한국문학에 미치는 영향력이 워낙 커서 문학 작품이 발표될 때마다 많은 찬사와 비판을 동시에 받고 있지만 가장 많은 독자층을 가지고 있는 이 시대 대표 작가라는 점은 변함이 없다 오늘의 작가상 동인문학상 이상문학상 현대문학상 호암예술상 등을 수상하였으며 년 은관문화훈장을 수상했다 그의 작품은 현재 미국 프랑스 등 전 세계 여 개국 개 언어로 번역 출간되고 있다작품으로 장편소설 젊은날의 초상 영웅시대 시인 오디세이아 서울 선택 호모 엑세쿠탄스 등 다수가 있고 단편소설 이문열 중단편 전집전 권 산문집 사색 시대와의 불화 신들메를 고쳐매며 대하소설 변경전권 대륙의 한전권이 있으며 평역소설로 삼국지 수호지 초한지가 있다,사람의 아들/사람의 아들/황제를 위하여/금시조/선택/선택/젊은날의 초상/영웅시대/시인/오디세이아 서울/선택/호모 엑세쿠탄스/이문열 중단편 전집/사색/시대와의 불화/신들메를 고쳐매며/변경/대륙의 한/삼국지/수호지/초한지,서울 태어나다 경북 영양 밀양 부산 등지 자르다 서울대학교 사범대 학 수학 동아일보 신춘문예 중편 새다 곡 당선 되어다 등단 들소 황제 위 그해 겨울 달팽이 외출 들다 일그러지다 영웅 여러 작품 잇따르다 발표 다양 소재 주제 현란 문체 풀다 폭넓다 대중 호응 얻다 특히 장편소설 아들 문단 주목 이끌다 대표 다한 국 전쟁 당시 공산주의 자다 아버지 이원철 홀로 월북 순탄 치 어리다 시절 보내다 고등학교 중퇴 검정고시 서울대학교 사범대 학 국어교육 입학 사법고시 준비 굴곡 많다 인생 살아오다 창작 열정 남다르다 대구 매일신문 나자레 니까 가다 가작 뽑히다 많다 좌절 경험 다 초등학교 제외 하고는 서울대 사범대 중도 포기 신춘문예 사법고시 실패 맛 다년 학문 연구 기회 가지다 이라는 교수 제의 받다 아들 세종대 강단 서다 만에 인적 실현 작가 로서 충분 히 작품 세계 룩 여유 부족 해지 우려 창작 전념 위해 교 수직 사임 한나라당 공천 심사 위원회 위원 활동 현재 조각가 친구 권유 경기도 이천 작업실 마련 곳 인문학 교양 쌓다 깊다 학문 연구 조그만 자리 젊다 친 구들 마련 해주 고 뒷동산 부아악 이라는 따오다 부악 문원 설 립하 새 로운 지식 샘 젊다 학도 들다 탐구 열정 고 다년 이문열 책 판매량 천만 권 넘어서다 보도 나오다 가운데 삼국지 수호지 평역 제외 순수 창작물 판매량 천만 권 이라니 한국인 소설 책 고 문학상 수상 작품집 따다 지면 글 고 한국인 무리 주장 다 이렇다 상업 성공 이문열 해하 단서 가운데 작다 뿐 이문열 작품 세계 엔 경험 고스 담기다 북한 아버지 인하다 좌절 전통 가풍 집안 경험 이며 동시 소설 쉽사리 읽다 특징 아들 황제 위 금시조 선택 책 이렇다 특징 그대로 담다 중요 경험 한국 현대 겪다 현실 맞닿다 거듭 묻다 질문 전통 현대 분단 상황 경험 나오다 이며 한국사 회 피 질문 들다 질문 들다 이문열 대답 보수 이고 전통 지향 보이다 일부 에선 수구 주의 남성우 주의 비판 받다 기도 선택 둘러싸다 논쟁 이나 총선 연대 활동 이나 언론 개혁 둘러싸다 논쟁 이문열 소설 담다 주장 이든 소설 통해 또는 소설 던 지는 질문 한국 해결 해 확실 다한 국문학 영향력 워낙 커서 문학 작품 발표 마다 많다 찬사 비판 동시 받다 가장 많다 독자 층 고 시대 대표 작가라 변하다 작가 상 동인문학상 이상문학상 현대문학 상 호암 예술상 수상 은관 문화 훈장 수상 작품 현재 미국 프랑스 세계 개국 언어 번역 추다 가다 고 작품 장편소설 젊다 날 초상 영웅시대 시인 오디세이아 서울 선택 호모 엑세쿠탄스 단편소설 이문열 중단 편 전집 권 산문 사색 시대 와의 불화 신 들메 고치다 매다 소설 변경 전권 대륙 전권 평역 소설 삼국지 수호지 초한지,"[ 5.47122945e-05  7.86928795e-05 -2.05672441e-05  4.64340774e-05
  2.35151037e-05  1.16782037e-04  5.72878671e-05  1.71050415e-04
  4.13939742e-05 -4.47230268e-05 -3.76666576e-05 -5.15268002e-05
  2.68630101e-05 -2.62078847e-05  1.22121564e-04  3.61571911e-05
 -8.24533054e-05 -5.59376458e-05  9.13610056e-05 -9.86550804e-05
  9.42023107e-05  9.04055105e-06  8.64516005e-06 -2.32479415e-05
  7.28275700e-05 -1.37055395e-05 -2.45358478e-06  9.88641405e-05
 -4.56557391e-05 -8.39160421e-05  3.29178110e-05  7.22931509e-05
  1.24475318e-05  7.64437289e-07 -2.16399603e-05  1.60472700e-05
  3.24239736e-05 -5.58143511e-05  4.68163307e-05  2.77256186e-05
  7.22002442e-05 -8.99261067e-06  4.23514357e-05  9.03836117e-05
 -7.67933598e-05  9.00034356e-05  2.39450401e-05  1.68483875e-05
 -1.14597031e-04 -3.37724850e-05 -3.30908078e-05 -5.06423203e-05
  6.47221823e-05 -1.14449009e-04  2.39667443e-05  7.72894782e-05
  8.00542148e-06 -5.29015779e-06  6.91275054e-05 -1.03029735e-04
 -1.82070653e-04  1.27845578e-05  3.53154101e-05  9.99957410e-05
 -1.69652249e-05 -1.93267151e-05  2.90641456e-05 -8.47519113e-05
  5.60120461e-05 -2.86977938e-05 -4.32221095e-05 -2.38199427e-05
 -3.56936616e-05 -5.64601396e-05  7.16839932e-05 -1.04996092e-04
  4.53766552e-05  1.04529434e-04  3.97108088e-05 -3.97592594e-05
  8.39096465e-05 -9.96420567e-05 -3.24109569e-05 -3.53131945e-05
  6.87058782e-05  1.10569446e-04  3.87874607e-05 -3.23823770e-05
  5.48438438e-05  1.26725836e-05 -1.16897892e-04 -1.13599650e-04
 -6.81277306e-05 -5.41158333e-05  9.98063551e-05 -8.47216070e-05
 -1.76984122e-05 -3.04651603e-05 -1.68165876e-04  3.00851771e-05
  1.35371956e-04 -4.86636782e-05 -2.76396149e-05 -2.82286583e-05
 -1.78895963e-04 -9.21590708e-06 -7.07776635e-05  1.60342155e-04
 -6.23763699e-05 -8.93175966e-05 -1.27843334e-04  1.01371632e-04
 -7.71379855e-05  1.60541767e-05  6.57771961e-05  8.53879010e-06
  9.10617309e-05  8.29704077e-05 -3.19014434e-05  5.55198822e-05
  7.80666523e-05 -9.47874942e-05 -3.01088894e-05 -8.34285747e-05
  1.10099063e-04  6.26709016e-06  9.96056260e-05 -1.35870141e-04
  3.58529323e-05 -7.67678575e-05 -5.06266515e-05 -5.71187866e-06
 -8.81332235e-05  4.87612015e-05  4.85440978e-05 -4.40524200e-05
  8.20224741e-05 -1.02998929e-05  4.34225112e-05 -3.51552517e-05
 -8.45598424e-06 -1.97854242e-05  1.07964588e-04 -1.97986519e-05
 -2.31867252e-05  5.28515193e-05 -3.92826878e-05  3.75010459e-05
  1.93105061e-05 -4.26688275e-05  1.80698389e-05  2.91075430e-05
  2.52735608e-05 -6.42616214e-05 -3.58438301e-05  1.08000477e-05
  2.62571994e-05  3.76629614e-05 -3.12542761e-05  3.75885838e-06
 -2.99918302e-05 -7.80438495e-05 -4.62701573e-05  3.38652467e-06
  2.03111413e-05 -6.13784941e-05 -1.09755692e-05  4.45772966e-05
 -4.81241987e-05  8.93837860e-05  6.55646581e-05 -1.16807452e-04
 -9.76103329e-05 -6.59539683e-06 -5.37108936e-05  5.15807260e-05
 -4.59209405e-05  6.08344926e-05  1.70955827e-05  8.52358353e-05
 -4.05704377e-05  8.55746257e-05  5.93066179e-05 -3.62432620e-05
  5.75096328e-06 -2.20502920e-06 -9.69469766e-05 -5.28501478e-05
 -8.77222265e-05 -1.67933540e-05 -3.99063720e-05  3.55175371e-06
  2.46735945e-05  6.78336874e-05 -2.23634343e-05 -1.40396092e-04
 -7.82389179e-06 -3.84052837e-05 -1.16165487e-04 -1.61270091e-05
 -8.88833238e-05 -3.58051075e-05 -7.04260747e-05 -2.02258525e-05
 -2.39586939e-06  2.56233689e-05 -5.70351258e-05 -4.47146485e-05
 -1.09686207e-05 -5.22259252e-05 -4.49783074e-05  1.87717906e-05
  1.00756806e-05  3.77333818e-05 -7.73349821e-05  7.82112329e-05
 -9.85618462e-05  4.50830921e-05  4.05224928e-05  7.01652025e-05
  7.70677507e-05 -2.28076988e-05 -4.09918684e-05 -9.84749931e-05
 -5.18822708e-05 -1.84949968e-05  2.45236915e-05  5.03891752e-05
  8.85244081e-05  1.35023784e-05  4.51679334e-05 -5.38057757e-05
 -1.49892439e-05  2.36763044e-05  1.29000255e-04 -1.27939973e-04
 -6.40321523e-05 -2.90845601e-05 -4.30186010e-05  6.66207125e-05
 -7.45496436e-05 -5.84185136e-06  8.22311722e-06 -1.14006558e-04
  1.46882367e-05 -5.40169494e-05 -3.05547910e-05 -4.21036202e-05
 -1.15251751e-05 -1.21052799e-05  1.33709196e-04  2.04402240e-05
  8.02271898e-05  4.86705212e-05  1.34150323e-04  7.66509620e-05
 -7.57124799e-05 -5.65974369e-05 -3.97726762e-05  9.20069397e-06
 -2.18510395e-05 -7.50043400e-05 -3.46743982e-05  7.62490745e-05
 -7.19450109e-05  4.09619279e-05 -1.31944253e-05 -3.04226996e-05
  1.52948400e-04  8.49277203e-05  4.81093048e-05 -5.08203520e-05
  7.12637702e-05  1.64405210e-04 -9.47020362e-06 -3.92900038e-05
 -2.40126756e-05 -2.92193417e-05 -3.08295671e-06  6.36941622e-05
  4.22302619e-05  3.05420181e-05 -4.30820837e-05 -1.38546908e-04
  6.61075028e-05 -8.23625596e-05 -7.53668573e-05 -2.38707580e-05
 -1.15575131e-05 -1.60964701e-04  8.02047944e-05 -3.29765426e-05
  3.05506692e-05  1.32491041e-04 -3.61564817e-05 -5.51716548e-05
 -9.28746522e-05  1.88662652e-05 -1.97096906e-05 -7.40470423e-05]"
